id,date,hour,member_id,restaurant_id,total_order
39,2020-01-01,12:19:00.0000000,42,21,147.7
40,2020-01-01,12:20:00.0000000,69,12,121.7
41,2020-01-01,12:20:00.0000000,172,7,60.06999999999999
42,2020-01-01,12:20:00.0000000,152,23,65.23
43,2020-01-01,12:22:00.0000000,181,19,123.57
44,2020-01-01,12:23:00.0000000,135,28,0.0
45,2020-01-01,12:24:00.0000000,105,8,0.0
46,2020-01-01,12:27:00.0000000,167,20,96.84
47,2020-01-01,12:31:00.0000000,71,18,302.13
48,2020-01-01,12:36:00.0000000,195,13,39.91
49,2020-01-01,12:44:00.0000000,147,15,64.95
50,2020-01-01,12:44:00.0000000,193,26,59.26
51,2020-01-01,12:53:00.0000000,104,19,0.0
52,2020-01-01,12:55:00.0000000,34,18,134.05
53,2020-01-01,12:56:00.0000000,122,21,0.0
54,2020-01-01,12:57:00.0000000,133,29,135.87
55,2020-01-01,12:57:00.0000000,136,9,172.42000000000002
56,2020-01-01,12:58:00.0000000,109,6,111.82
57,2020-01-01,12:58:00.0000000,159,29,0.0
58,2020-01-01,12:59:00.0000000,164,8,89.43
59,2020-01-01,13:00:00.0000000,37,29,62.57
60,2020-01-01,13:03:00.0000000,31,1,188.99
61,2020-01-01,13:03:00.0000000,34,16,0.0
62,2020-01-01,13:09:00.0000000,59,26,173.13
63,2020-01-01,13:10:00.0000000,154,29,23.32
64,2020-01-01,13:13:00.0000000,11,11,0.0
65,2020-01-01,13:20:00.0000000,30,14,126.57
66,2020-01-01,13:22:00.0000000,120,19,167.09000000000003
67,2020-01-01,13:27:00.0000000,104,28,70.63
68,2020-01-01,13:30:00.0000000,135,29,127.9
69,2020-01-01,13:31:00.0000000,119,16,76.35
70,2020-01-01,13:35:00.0000000,194,26,48.23
71,2020-01-01,13:38:00.0000000,187,16,39.23
72,2020-01-01,13:38:00.0000000,34,13,140.73
73,2020-01-01,13:38:00.0000000,82,13,39.91
74,2020-01-01,13:40:00.0000000,159,21,64.13
75,2020-01-01,13:44:00.0000000,18,11,52.26
76,2020-01-01,13:49:00.0000000,97,3,118.25
77,2020-01-01,13:49:00.0000000,1,17,53.37
78,2020-01-01,13:50:00.0000000,150,15,61.05
79,2020-01-01,13:52:00.0000000,149,1,215.31
80,2020-01-01,13:55:00.0000000,99,18,131.88
81,2020-01-01,13:59:00.0000000,114,30,0.0
82,2020-01-01,14:13:00.0000000,13,25,167.90999999999997
83,2020-01-01,14:41:00.0000000,29,3,124.59
84,2020-01-01,15:34:00.0000000,62,7,76.32
85,2020-01-01,15:40:00.0000000,82,8,101.01
86,2020-01-01,16:08:00.0000000,47,21,0.0
87,2020-01-01,16:25:00.0000000,66,4,141.85000000000002
88,2020-01-01,16:57:00.0000000,181,2,156.76
89,2020-01-01,16:58:00.0000000,39,30,72.47
90,2020-01-01,17:14:00.0000000,53,15,74.06
91,2020-01-01,17:34:00.0000000,82,5,172.48
92,2020-01-01,17:43:00.0000000,46,3,134.33999999999995
93,2020-01-01,18:06:00.0000000,43,1,173.52
94,2020-01-01,18:14:00.0000000,120,4,117.02
95,2020-01-01,18:17:00.0000000,32,30,48.03
96,2020-01-01,18:24:00.0000000,45,3,21.26
97,2020-01-01,18:31:00.0000000,89,15,99.09
98,2020-01-01,18:37:00.0000000,74,25,110.76
99,2020-01-01,18:48:00.0000000,119,4,20.14
100,2020-01-01,18:50:00.0000000,57,26,0.0
101,2020-01-01,19:02:00.0000000,81,13,154.98999999999998
102,2020-01-01,19:03:00.0000000,128,10,164.66000000000005
103,2020-01-01,19:03:00.0000000,123,2,155.56
104,2020-01-01,19:06:00.0000000,146,12,0.0
105,2020-01-01,19:09:00.0000000,129,27,229.33
106,2020-01-01,19:10:00.0000000,137,5,160.57999999999998
107,2020-01-01,19:11:00.0000000,54,24,43.71
108,2020-01-01,19:12:00.0000000,151,24,43.71
109,2020-01-01,19:20:00.0000000,86,9,75.82
110,2020-01-01,19:22:00.0000000,105,16,126.03
111,2020-01-01,19:27:00.0000000,143,5,72.77000000000001
112,2020-01-01,19:28:00.0000000,163,5,0.0
113,2020-01-01,19:28:00.0000000,134,20,189.43
114,2020-01-01,19:30:00.0000000,96,9,54.81
115,2020-01-01,19:30:00.0000000,148,21,184.54
116,2020-01-01,19:32:00.0000000,10,7,39.08
117,2020-01-01,19:34:00.0000000,82,23,90.86
118,2020-01-01,19:35:00.0000000,152,3,46.03
119,2020-01-01,19:39:00.0000000,184,11,164.47000000000003
120,2020-01-01,19:40:00.0000000,193,13,206.28
121,2020-01-01,19:44:00.0000000,28,1,0.0
122,2020-01-01,19:45:00.0000000,190,25,64.43
123,2020-01-01,19:46:00.0000000,14,8,143.11
124,2020-01-01,19:46:00.0000000,127,6,0.0
125,2020-01-01,19:47:00.0000000,104,19,54.48
126,2020-01-01,19:48:00.0000000,176,5,31.07
127,2020-01-01,19:49:00.0000000,135,23,31.82
128,2020-01-01,19:52:00.0000000,190,22,144.26
129,2020-01-01,19:56:00.0000000,65,21,120.5
130,2020-01-01,19:56:00.0000000,94,30,0.0
131,2020-01-01,19:56:00.0000000,97,23,135.85
132,2020-01-01,19:56:00.0000000,120,22,50.34
133,2020-01-01,19:57:00.0000000,131,25,169.51999999999998
134,2020-01-01,20:05:00.0000000,123,10,123.95
135,2020-01-01,20:05:00.0000000,27,2,138.17000000000002
136,2020-01-01,20:06:00.0000000,125,16,0.0
137,2020-01-01,20:07:00.0000000,11,19,69.41
138,2020-01-01,20:09:00.0000000,14,11,43.96
139,2020-01-01,20:12:00.0000000,54,3,89.67999999999999
140,2020-01-01,20:13:00.0000000,63,5,146.37
141,2020-01-01,20:16:00.0000000,147,1,208.98
142,2020-01-01,20:20:00.0000000,187,10,0.0
143,2020-01-01,20:22:00.0000000,33,29,155.22
144,2020-01-01,20:24:00.0000000,10,16,32.18
145,2020-01-01,20:25:00.0000000,127,20,311.23
146,2020-01-01,20:29:00.0000000,99,3,34.89
147,2020-01-01,20:31:00.0000000,59,28,32.91
148,2020-01-01,20:35:00.0000000,190,26,66.85
149,2020-01-01,20:42:00.0000000,193,20,131.08
150,2020-01-01,20:44:00.0000000,18,13,39.87
151,2020-01-01,20:48:00.0000000,169,11,66.7
152,2020-01-01,20:51:00.0000000,137,22,66.05
153,2020-01-01,20:51:00.0000000,125,28,0.0
154,2020-01-01,20:54:00.0000000,162,28,36.71
155,2020-01-01,20:55:00.0000000,169,11,0.0
156,2020-01-01,20:55:00.0000000,96,12,93.61
157,2020-01-01,20:56:00.0000000,36,22,0.0
158,2020-01-01,20:57:00.0000000,32,13,119.28
159,2020-01-01,21:01:00.0000000,195,26,0.0
160,2020-01-01,21:02:00.0000000,189,24,0.0
161,2020-01-01,21:05:00.0000000,199,15,40.0
162,2020-01-01,21:10:00.0000000,86,30,48.03
163,2020-01-01,21:13:00.0000000,109,15,59.05
164,2020-01-01,21:13:00.0000000,57,19,215.33
165,2020-01-01,21:13:00.0000000,98,21,33.08
166,2020-01-01,21:16:00.0000000,117,27,46.8
167,2020-01-01,21:17:00.0000000,180,14,30.8
168,2020-01-01,21:22:00.0000000,73,27,231.08
169,2020-01-01,21:24:00.0000000,133,10,23.58
170,2020-01-01,21:25:00.0000000,200,30,184.25
171,2020-01-01,21:27:00.0000000,92,26,0.0
172,2020-01-01,21:27:00.0000000,47,1,156.22
173,2020-01-01,21:28:00.0000000,133,14,121.42
174,2020-01-01,21:30:00.0000000,16,29,81.65
175,2020-01-01,21:30:00.0000000,95,27,99.99
176,2020-01-01,21:31:00.0000000,170,28,88.0
177,2020-01-01,21:32:00.0000000,36,3,166.45
178,2020-01-01,21:34:00.0000000,174,30,180.45
179,2020-01-01,21:47:00.0000000,118,21,178.51
180,2020-01-01,21:55:00.0000000,167,14,27.42
181,2020-01-01,21:55:00.0000000,127,18,46.06
182,2020-01-01,21:56:00.0000000,164,14,32.65
183,2020-01-01,22:03:00.0000000,193,11,80.92
184,2020-01-01,22:16:00.0000000,79,22,0.0
185,2020-01-01,22:16:00.0000000,158,20,136.83
186,2020-01-01,22:29:00.0000000,62,6,205.34000000000003
187,2020-01-01,22:42:00.0000000,101,13,99.14
188,2020-01-01,22:48:00.0000000,28,9,34.9
189,2020-01-01,23:16:00.0000000,180,2,104.03
190,2020-01-01,23:18:00.0000000,155,7,108.0
191,2020-01-01,23:35:00.0000000,30,22,33.09
192,2020-01-02,11:01:00.0000000,177,8,52.02
193,2020-01-02,11:02:00.0000000,103,22,173.52
194,2020-01-02,11:03:00.0000000,21,23,129.42
195,2020-01-02,11:06:00.0000000,106,29,118.73
196,2020-01-02,11:11:00.0000000,60,12,0.0
197,2020-01-02,11:15:00.0000000,62,16,149.32
198,2020-01-02,11:16:00.0000000,115,5,58.71
199,2020-01-02,11:19:00.0000000,179,20,74.62
200,2020-01-02,11:20:00.0000000,28,22,124.97
201,2020-01-02,11:27:00.0000000,40,20,144.95
202,2020-01-02,11:30:00.0000000,128,9,104.31
203,2020-01-02,11:32:00.0000000,2,22,0.0
204,2020-01-02,11:38:00.0000000,174,29,46.64
205,2020-01-02,11:39:00.0000000,199,8,128.5
206,2020-01-02,11:49:00.0000000,137,17,66.93
207,2020-01-02,11:50:00.0000000,173,2,132.47
208,2020-01-02,11:51:00.0000000,52,7,0.0
209,2020-01-02,11:54:00.0000000,188,3,0.0
210,2020-01-02,11:55:00.0000000,53,13,128.42
211,2020-01-02,12:00:00.0000000,145,21,34.29
212,2020-01-02,12:01:00.0000000,42,1,32.08
213,2020-01-02,12:01:00.0000000,72,19,32.07
214,2020-01-02,12:05:00.0000000,45,6,23.41
215,2020-01-02,12:06:00.0000000,114,13,0.0
216,2020-01-02,12:06:00.0000000,32,16,163.81
217,2020-01-02,12:13:00.0000000,185,28,40.98
218,2020-01-02,12:14:00.0000000,200,24,66.41
219,2020-01-02,12:16:00.0000000,105,28,24.43
220,2020-01-02,12:16:00.0000000,22,25,128.86
221,2020-01-02,12:17:00.0000000,85,13,140.49
222,2020-01-02,12:17:00.0000000,147,4,39.06
223,2020-01-02,12:19:00.0000000,100,21,64.13
224,2020-01-02,12:19:00.0000000,170,10,68.68
225,2020-01-02,12:21:00.0000000,167,19,38.96
226,2020-01-02,12:24:00.0000000,101,23,116.67
227,2020-01-02,12:27:00.0000000,166,1,0.0
228,2020-01-02,12:29:00.0000000,128,30,124.22
229,2020-01-02,12:30:00.0000000,13,5,40.59
230,2020-01-02,12:37:00.0000000,142,5,138.32999999999998
231,2020-01-02,12:44:00.0000000,114,27,46.8
232,2020-01-02,12:47:00.0000000,65,21,54.01
233,2020-01-02,12:53:00.0000000,51,15,36.7
234,2020-01-02,12:53:00.0000000,102,10,94.13
235,2020-01-02,12:54:00.0000000,186,26,196.34
236,2020-01-02,12:55:00.0000000,148,1,0.0
237,2020-01-02,12:56:00.0000000,122,22,0.0
238,2020-01-02,12:58:00.0000000,80,16,234.11
239,2020-01-02,12:59:00.0000000,17,20,133.17000000000002
240,2020-01-02,13:01:00.0000000,107,20,82.53
241,2020-01-02,13:02:00.0000000,131,26,85.08
242,2020-01-02,13:06:00.0000000,90,14,0.0
243,2020-01-02,13:07:00.0000000,61,11,130.11
244,2020-01-02,13:09:00.0000000,29,2,34.4
245,2020-01-02,13:12:00.0000000,124,9,50.01
246,2020-01-02,13:16:00.0000000,121,10,111.08
247,2020-01-02,13:17:00.0000000,101,28,33.92
248,2020-01-02,13:23:00.0000000,167,21,125.77
249,2020-01-02,13:23:00.0000000,179,18,141.89999999999998
250,2020-01-02,13:27:00.0000000,81,15,151.48000000000002
251,2020-01-02,13:29:00.0000000,18,1,200.26
252,2020-01-02,13:32:00.0000000,70,13,88.77
253,2020-01-02,13:34:00.0000000,195,16,23.77
254,2020-01-02,13:36:00.0000000,2,20,160.74
255,2020-01-02,13:38:00.0000000,12,1,101.5
256,2020-01-02,13:38:00.0000000,122,14,110.92
257,2020-01-02,13:39:00.0000000,65,19,33.84
258,2020-01-02,13:44:00.0000000,193,7,0.0
259,2020-01-02,13:47:00.0000000,8,9,34.9
260,2020-01-02,13:51:00.0000000,74,23,80.02
261,2020-01-02,13:52:00.0000000,149,6,39.17
262,2020-01-02,13:59:00.0000000,32,30,105.05
263,2020-01-02,13:59:00.0000000,101,14,94.35
264,2020-01-02,13:59:00.0000000,115,18,128.32
265,2020-01-02,14:12:00.0000000,3,12,0.0
266,2020-01-02,14:12:00.0000000,29,22,76.33
267,2020-01-02,14:16:00.0000000,71,30,24.19
268,2020-01-02,14:27:00.0000000,102,16,142.99
269,2020-01-02,14:32:00.0000000,31,5,118.07999999999998
270,2020-01-02,14:33:00.0000000,27,10,144.74
271,2020-01-02,14:39:00.0000000,85,19,35.25
272,2020-01-02,14:44:00.0000000,171,2,109.95
273,2020-01-02,14:48:00.0000000,24,10,181.77
274,2020-01-02,15:06:00.0000000,58,27,71.14
275,2020-01-02,15:29:00.0000000,162,12,0.0
276,2020-01-02,15:39:00.0000000,86,7,234.98
277,2020-01-02,15:41:00.0000000,92,5,0.0
278,2020-01-02,15:45:00.0000000,162,14,132.49
279,2020-01-02,15:51:00.0000000,8,18,155.78
280,2020-01-02,15:57:00.0000000,102,22,45.06
281,2020-01-02,15:58:00.0000000,92,9,0.0
282,2020-01-02,16:06:00.0000000,154,22,79.91
283,2020-01-02,16:17:00.0000000,59,21,34.29
284,2020-01-02,16:19:00.0000000,200,5,104.95
285,2020-01-02,16:28:00.0000000,97,14,144.23000000000002
286,2020-01-02,16:46:00.0000000,114,26,75.87
287,2020-01-02,16:52:00.0000000,174,19,90.45
288,2020-01-02,17:27:00.0000000,162,20,290.70000000000005
289,2020-01-02,17:31:00.0000000,149,20,119.2
290,2020-01-02,17:34:00.0000000,89,21,54.01
291,2020-01-02,18:08:00.0000000,156,19,72.80000000000001
292,2020-01-02,18:09:00.0000000,85,26,31.69
293,2020-01-02,18:17:00.0000000,111,7,132.08999999999995
294,2020-01-02,18:19:00.0000000,116,19,63.24
295,2020-01-02,18:33:00.0000000,19,10,110.43
296,2020-01-02,18:50:00.0000000,118,1,37.34
297,2020-01-02,19:01:00.0000000,76,24,44.1
298,2020-01-02,19:05:00.0000000,67,22,44.22
299,2020-01-02,19:09:00.0000000,137,4,0.0
300,2020-01-02,19:10:00.0000000,169,2,195.04
301,2020-01-02,19:13:00.0000000,16,26,171.62
302,2020-01-02,19:14:00.0000000,164,1,0.0
303,2020-01-02,19:15:00.0000000,175,13,33.5
304,2020-01-02,19:16:00.0000000,59,21,130.57
305,2020-01-02,19:23:00.0000000,100,29,172.95
306,2020-01-02,19:23:00.0000000,111,25,65.77000000000001
307,2020-01-02,19:34:00.0000000,1,10,0.0
308,2020-01-02,19:35:00.0000000,133,28,111.44
309,2020-01-02,19:36:00.0000000,68,15,24.35
310,2020-01-02,19:39:00.0000000,149,17,69.28
311,2020-01-02,19:42:00.0000000,71,7,62.05
312,2020-01-02,19:47:00.0000000,4,19,38.96
313,2020-01-02,19:51:00.0000000,114,30,89.06
314,2020-01-02,19:52:00.0000000,115,8,0.0
315,2020-01-02,19:53:00.0000000,133,16,81.53999999999999
316,2020-01-02,19:54:00.0000000,52,6,50.3
317,2020-01-02,20:04:00.0000000,23,3,54.77
318,2020-01-02,20:06:00.0000000,34,11,116.9
319,2020-01-02,20:08:00.0000000,121,24,135.06
320,2020-01-02,20:08:00.0000000,171,27,219.9
321,2020-01-02,20:16:00.0000000,120,15,86.65
322,2020-01-02,20:16:00.0000000,164,23,132.1
323,2020-01-02,20:20:00.0000000,29,1,89.48
324,2020-01-02,20:20:00.0000000,156,19,31.92
325,2020-01-02,20:21:00.0000000,38,2,66.87
326,2020-01-02,20:21:00.0000000,191,23,146.07
327,2020-01-02,20:23:00.0000000,34,12,26.23
328,2020-01-02,20:29:00.0000000,141,23,246.76
329,2020-01-02,20:31:00.0000000,39,20,52.75
330,2020-01-02,20:31:00.0000000,99,19,102.8
331,2020-01-02,20:31:00.0000000,145,16,39.23
332,2020-01-02,20:42:00.0000000,131,24,152.51000000000002
333,2020-01-02,20:42:00.0000000,90,13,0.0
334,2020-01-02,20:50:00.0000000,28,14,27.42
335,2020-01-02,20:53:00.0000000,41,28,93.7
336,2020-01-02,20:57:00.0000000,160,7,0.0
337,2020-01-02,21:00:00.0000000,33,18,0.0
338,2020-01-02,21:00:00.0000000,65,11,66.7
339,2020-01-02,21:02:00.0000000,21,19,22.77
340,2020-01-02,21:05:00.0000000,35,16,115.35
341,2020-01-02,21:05:00.0000000,33,1,141.06
342,2020-01-02,21:06:00.0000000,14,24,102.37
343,2020-01-02,21:08:00.0000000,62,3,34.89
344,2020-01-02,21:09:00.0000000,117,10,35.61
345,2020-01-02,21:09:00.0000000,44,14,0.0
346,2020-01-02,21:11:00.0000000,165,26,41.0
347,2020-01-02,21:13:00.0000000,184,2,24.67
348,2020-01-02,21:14:00.0000000,69,5,40.47
349,2020-01-02,21:15:00.0000000,135,7,34.95
350,2020-01-02,21:17:00.0000000,41,14,66.87
351,2020-01-02,21:17:00.0000000,46,5,203.99
352,2020-01-02,21:18:00.0000000,132,26,164.63
353,2020-01-02,21:20:00.0000000,118,24,110.51
354,2020-01-02,21:21:00.0000000,56,30,51.91
355,2020-01-02,21:21:00.0000000,143,7,74.03
356,2020-01-02,21:25:00.0000000,22,26,139.45999999999998
357,2020-01-02,21:25:00.0000000,131,14,0.0
358,2020-01-02,21:29:00.0000000,61,19,89.72999999999999
359,2020-01-02,21:32:00.0000000,52,3,125.93
360,2020-01-02,21:33:00.0000000,78,9,262.38
361,2020-01-02,21:33:00.0000000,170,22,26.8
362,2020-01-02,21:35:00.0000000,179,22,98.76
363,2020-01-02,21:35:00.0000000,6,3,59.67999999999999
364,2020-01-02,21:35:00.0000000,78,10,182.3
365,2020-01-02,21:37:00.0000000,105,21,121.98999999999998
366,2020-01-02,21:40:00.0000000,35,5,97.65
367,2020-01-02,21:42:00.0000000,34,18,80.24000000000001
368,2020-01-02,21:47:00.0000000,2,14,156.06
369,2020-01-02,21:51:00.0000000,143,28,32.91
370,2020-01-02,21:51:00.0000000,9,24,0.0
371,2020-01-02,22:00:00.0000000,116,25,0.0
372,2020-01-02,22:00:00.0000000,83,12,0.0
373,2020-01-02,22:14:00.0000000,41,17,109.21999999999998
374,2020-01-02,22:15:00.0000000,167,14,30.8
375,2020-01-02,22:19:00.0000000,156,22,71.65
376,2020-01-02,22:26:00.0000000,68,29,93.85
377,2020-01-02,22:29:00.0000000,57,4,39.06
378,2020-01-02,22:30:00.0000000,48,8,27.57
379,2020-01-02,22:43:00.0000000,19,9,143.02
380,2020-01-02,22:52:00.0000000,13,10,0.0
381,2020-01-02,23:06:00.0000000,22,1,43.22
382,2020-01-02,23:24:00.0000000,103,17,34.3
383,2020-01-02,23:40:00.0000000,105,20,184.52
384,2020-01-02,23:52:00.0000000,196,16,51.18
385,2020-01-03,11:02:00.0000000,57,6,44.59
386,2020-01-03,11:03:00.0000000,33,17,106.74
387,2020-01-03,11:05:00.0000000,111,27,213.67
388,2020-01-03,11:07:00.0000000,49,8,127.86
389,2020-01-03,11:09:00.0000000,55,10,131.12
390,2020-01-03,11:18:00.0000000,113,15,76.7
391,2020-01-03,11:18:00.0000000,178,3,80.92
392,2020-01-03,11:21:00.0000000,65,23,148.89
393,2020-01-03,11:22:00.0000000,170,17,51.12
394,2020-01-03,11:23:00.0000000,194,30,124.31
395,2020-01-03,11:23:00.0000000,61,22,26.59
396,2020-01-03,11:24:00.0000000,36,2,112.05
397,2020-01-03,11:29:00.0000000,195,16,103.99
398,2020-01-03,11:31:00.0000000,160,14,71.97
399,2020-01-03,11:35:00.0000000,99,30,36.11
400,2020-01-03,11:36:00.0000000,32,22,33.09
401,2020-01-03,11:36:00.0000000,122,1,69.03
402,2020-01-03,11:39:00.0000000,134,6,165.24
403,2020-01-03,11:40:00.0000000,138,16,39.0
404,2020-01-03,11:44:00.0000000,3,11,88.57000000000001
405,2020-01-03,11:46:00.0000000,106,15,0.0
406,2020-01-03,11:46:00.0000000,27,17,45.48
407,2020-01-03,11:46:00.0000000,73,26,0.0
408,2020-01-03,11:51:00.0000000,192,22,81.61
409,2020-01-03,11:51:00.0000000,54,3,68.4
410,2020-01-03,11:54:00.0000000,102,7,0.0
411,2020-01-03,11:54:00.0000000,175,24,224.77
412,2020-01-03,11:57:00.0000000,80,25,27.51
413,2020-01-03,11:59:00.0000000,127,16,23.77
414,2020-01-03,12:00:00.0000000,17,22,26.8
415,2020-01-03,12:02:00.0000000,63,10,154.79000000000002
416,2020-01-03,12:18:00.0000000,116,9,86.9
417,2020-01-03,12:19:00.0000000,155,9,32.09
418,2020-01-03,12:20:00.0000000,80,24,107.45
419,2020-01-03,12:20:00.0000000,165,16,30.36
420,2020-01-03,12:20:00.0000000,46,2,24.67
421,2020-01-03,12:23:00.0000000,100,14,0.0
422,2020-01-03,12:25:00.0000000,37,8,27.57
423,2020-01-03,12:26:00.0000000,170,4,0.0
424,2020-01-03,12:28:00.0000000,129,7,282.38
425,2020-01-03,12:30:00.0000000,35,2,169.89
426,2020-01-03,12:31:00.0000000,179,19,31.92
427,2020-01-03,12:38:00.0000000,139,30,182.35
428,2020-01-03,12:41:00.0000000,25,21,132.32999999999998
429,2020-01-03,12:43:00.0000000,2,20,150.45
430,2020-01-03,12:45:00.0000000,192,25,149.97
431,2020-01-03,12:48:00.0000000,128,16,87.47999999999999
432,2020-01-03,12:49:00.0000000,114,14,64.31
433,2020-01-03,12:50:00.0000000,181,16,0.0
434,2020-01-03,12:53:00.0000000,122,4,90.93
435,2020-01-03,12:55:00.0000000,198,22,71.02
436,2020-01-03,12:57:00.0000000,113,24,71.88
437,2020-01-03,12:58:00.0000000,91,18,90.88
438,2020-01-03,13:02:00.0000000,15,17,134.94
439,2020-01-03,13:05:00.0000000,134,6,61.52
440,2020-01-03,13:05:00.0000000,155,23,62.6
441,2020-01-03,13:07:00.0000000,70,25,39.21
442,2020-01-03,13:09:00.0000000,103,6,168.24
443,2020-01-03,13:10:00.0000000,63,10,0.0
444,2020-01-03,13:12:00.0000000,87,30,239.7
445,2020-01-03,13:16:00.0000000,173,22,0.0
446,2020-01-03,13:16:00.0000000,167,22,45.06
447,2020-01-03,13:17:00.0000000,73,19,69.41
448,2020-01-03,13:18:00.0000000,84,5,59.37
449,2020-01-03,13:19:00.0000000,51,9,161.38000000000002
450,2020-01-03,13:25:00.0000000,189,20,0.0
451,2020-01-03,13:25:00.0000000,173,30,271.39
452,2020-01-03,13:25:00.0000000,93,5,113.24
453,2020-01-03,13:27:00.0000000,72,26,61.5
454,2020-01-03,13:27:00.0000000,32,15,142.34
455,2020-01-03,13:27:00.0000000,190,13,76.28
456,2020-01-03,13:32:00.0000000,86,6,44.59
457,2020-01-03,13:37:00.0000000,121,28,38.43
458,2020-01-03,13:46:00.0000000,119,9,38.71
459,2020-01-03,13:50:00.0000000,162,23,65.23
460,2020-01-03,13:50:00.0000000,131,8,89.1
461,2020-01-03,13:51:00.0000000,114,26,66.09
462,2020-01-03,13:58:00.0000000,39,8,214.64
463,2020-01-03,14:00:00.0000000,4,17,135.18
464,2020-01-03,14:11:00.0000000,152,22,189.96
465,2020-01-03,14:44:00.0000000,146,13,95.17
466,2020-01-03,14:46:00.0000000,135,1,70.97
467,2020-01-03,14:58:00.0000000,151,29,153.39
468,2020-01-03,15:04:00.0000000,83,14,31.28
469,2020-01-03,15:08:00.0000000,69,4,0.0
470,2020-01-03,16:12:00.0000000,113,17,45.48
471,2020-01-03,16:21:00.0000000,130,20,235.36
472,2020-01-03,16:35:00.0000000,47,22,100.11
473,2020-01-03,16:37:00.0000000,197,15,0.0
474,2020-01-03,16:57:00.0000000,34,15,104.95
475,2020-01-03,17:21:00.0000000,133,10,173.38
476,2020-01-03,17:24:00.0000000,110,26,197.41
477,2020-01-03,17:34:00.0000000,179,3,96.99
478,2020-01-03,17:53:00.0000000,183,5,182.57
479,2020-01-03,18:23:00.0000000,49,20,63.16
480,2020-01-03,18:31:00.0000000,110,9,47.59
481,2020-01-03,18:59:00.0000000,137,8,170.68
482,2020-01-03,19:04:00.0000000,79,3,33.51
483,2020-01-03,19:06:00.0000000,187,19,53.83
484,2020-01-03,19:16:00.0000000,198,18,298.14
485,2020-01-03,19:17:00.0000000,182,18,80.6
486,2020-01-03,19:19:00.0000000,35,1,29.22
487,2020-01-03,19:21:00.0000000,1,8,0.0
488,2020-01-03,19:22:00.0000000,140,1,68.62
489,2020-01-03,19:29:00.0000000,156,13,64.21
490,2020-01-03,19:33:00.0000000,176,14,59.900000000000006
491,2020-01-03,19:37:00.0000000,90,16,138.68
492,2020-01-03,19:37:00.0000000,57,6,0.0
493,2020-01-03,19:41:00.0000000,23,29,79.82
494,2020-01-03,19:49:00.0000000,156,5,0.0
495,2020-01-03,19:53:00.0000000,46,11,0.0
496,2020-01-03,20:03:00.0000000,196,22,0.0
497,2020-01-03,20:07:00.0000000,196,7,170.64999999999998
498,2020-01-03,20:08:00.0000000,175,6,0.0
499,2020-01-03,20:10:00.0000000,174,29,58.33
500,2020-01-03,20:10:00.0000000,148,25,39.04
501,2020-01-03,20:10:00.0000000,9,26,74.49000000000001
502,2020-01-03,20:14:00.0000000,173,10,147.57
503,2020-01-03,20:15:00.0000000,95,27,79.51
504,2020-01-03,20:20:00.0000000,103,20,52.75
505,2020-01-03,20:21:00.0000000,52,25,65.94
506,2020-01-03,20:23:00.0000000,126,5,31.07
507,2020-01-03,20:24:00.0000000,116,30,165.89999999999998
508,2020-01-03,20:28:00.0000000,130,2,158.78
509,2020-01-03,20:28:00.0000000,125,7,37.98
510,2020-01-03,20:32:00.0000000,41,23,38.83
